;Tweets;Label;step01;tokens;tokens_perbaikan;Stop_removal;step02;ProcessedText
127;rek jare TV saiki nggawe siaran digital trus kudu nganggo Set Top Box(STB) ben iso bening siarane. Lah 2 hari iki kok burek k…;2;rek jare tv saiki nggawe siaran digital trus kudu nganggo set top box allcaps stb allcaps ben iso bening siarane lah number hari iki kok burek;['rek', 'jare', 'tv', 'saiki', 'nggawe', 'siaran', 'digital', 'trus', 'kudu', 'nganggo', 'set', 'top', 'box', 'allcaps', 'stb', 'allcaps', 'ben', 'iso', 'bening', 'siarane', 'lah', 'number', 'hari', 'iki', 'kok', 'burek'];['rek', 'jare', 'tv', 'saiki', 'nggawe', 'siaran', 'digital', 'terus', 'harus', 'nganggo', 'set', 'top', 'box', 'allcaps', 'stb', 'allcaps', 'ben', 'iso', 'bening', 'siarane', 'lah', 'number', 'hari', 'iki', 'kok', 'burek'];['rek', 'jare', 'tv', 'saiki', 'nggawe', 'siaran', 'digital', 'nganggo', 'set', 'top', 'box', 'allcaps', 'stb', 'allcaps', 'ben', 'iso', 'bening', 'siarane', 'number', 'iki', 'burek'];rek jare tv saiki nggawe siaran digital nganggo set top box allcaps stb allcaps ben iso bening siarane number iki burek;rek jare tv saiki nggawe siar digital nganggo set top box allcaps stb allcaps ben iso bening siarane number iki burek
128;"Digital TV Converter Box, ATSC Cabal Box - ZJBOX for Analog HDTV Live1080P Set Top TV Box with PVR Recording&amp;Playba… ";2;digital tv converter box allcaps atsc allcaps cabal box allcaps zjbox allcaps for analog allcaps hdtv allcaps live1080p set top tv box with allcaps pvr allcaps recording playba;['digital', 'tv', 'converter', 'box', 'allcaps', 'atsc', 'allcaps', 'cabal', 'box', 'allcaps', 'zjbox', 'allcaps', 'for', 'analog', 'allcaps', 'hdtv', 'allcaps', 'live1080p', 'set', 'top', 'tv', 'box', 'with', 'allcaps', 'pvr', 'allcaps', 'recording', 'playba'];['digital', 'tv', 'converter', 'box', 'allcaps', 'atsc', 'allcaps', 'cabal', 'box', 'allcaps', 'zjbox', 'allcaps', 'for', 'analog', 'allcaps', 'hdtv', 'allcaps', 'live1080p', 'set', 'top', 'tv', 'box', 'with', 'allcaps', 'pvr', 'allcaps', 'recording', 'playba'];['digital', 'tv', 'converter', 'box', 'allcaps', 'atsc', 'allcaps', 'cabal', 'box', 'allcaps', 'zjbox', 'allcaps', 'for', 'analog', 'allcaps', 'hdtv', 'allcaps', 'live1080p', 'set', 'top', 'tv', 'box', 'with', 'allcaps', 'pvr', 'allcaps', 'recording', 'playba'];digital tv converter box allcaps atsc allcaps cabal box allcaps zjbox allcaps for analog allcaps hdtv allcaps live1080p set top tv box with allcaps pvr allcaps recording playba;digital tv converter box allcaps atsc allcaps cabal box allcaps zjbox allcaps for analog allcaps hdtv allcaps live1080p set top tv box with allcaps pvr allcaps recording playba
129;Cara cek Tv dirumah Apakah Sudah Digital ? Cara cek channel digital lewat hp T : tv analog tv digital set top box a… ;2;cara cek tv dirumah apakah sudah digital cara cek channel digital lewat hp tv analog tv digital set top box;['cara', 'cek', 'tv', 'dirumah', 'apakah', 'sudah', 'digital', 'cara', 'cek', 'channel', 'digital', 'lewat', 'hp', 'tv', 'analog', 'tv', 'digital', 'set', 'top', 'box'];['cara', 'cek', 'tv', 'dirumah', 'apakah', 'sudah', 'digital', 'cara', 'cek', 'saluran', 'digital', 'lewat', 'hp', 'tv', 'analog', 'tv', 'digital', 'set', 'top', 'box'];['cek', 'tv', 'dirumah', 'digital', 'cek', 'saluran', 'digital', 'hp', 'tv', 'analog', 'tv', 'digital', 'set', 'top', 'box'];cek tv dirumah digital cek saluran digital hp tv analog tv digital set top box;cek tv rumah digital cek salur digital hp tv analog tv digital set top box
130;Hai SahabatData Hari ini Rasa Ceria mengangkat tema Analog Switch Off 2022 yaitu suntik matinya TV analog  Dari in… ;2;hai sahabatdata hari ini rasa ceria mengangkat tema analog switch off number yaitu suntik matinya tv analog dari in;['hai', 'sahabatdata', 'hari', 'ini', 'rasa', 'ceria', 'mengangkat', 'tema', 'analog', 'switch', 'off', 'number', 'yaitu', 'suntik', 'matinya', 'tv', 'analog', 'dari', 'in'];['hai', 'sahabatdata', 'hari', 'ini', 'rasa', 'ceria', 'mengangkat', 'tema', 'analog', 'switch', 'off', 'number', 'yaitu', 'suntik', 'matinya', 'tv', 'analog', 'dari', 'in'];['hai', 'sahabatdata', 'ceria', 'mengangkat', 'tema', 'analog', 'switch', 'off', 'number', 'suntik', 'matinya', 'tv', 'analog', 'in'];hai sahabatdata ceria mengangkat tema analog switch off number suntik matinya tv analog in;hai sahabatdata ceria angkat tema analog switch off number suntik mati tv analog in
131;Kominfo ungkap data terkini realisasi distribusi Set Top Box gratis secara nasional. Sayangnya, realisasi bantuan yang bersum…;2;kominfo ungkap data terkini realisasi distribusi set top box gratis secara nasional sayangnya realisasi bantuan yang bersum;['kominfo', 'ungkap', 'data', 'terkini', 'realisasi', 'distribusi', 'set', 'top', 'box', 'gratis', 'secara', 'nasional', 'sayangnya', 'realisasi', 'bantuan', 'yang', 'bersum'];['kominfo', 'ungkap', 'data', 'terkini', 'realisasi', 'distribusi', 'set', 'top', 'box', 'gratis', 'secara', 'nasional', 'sayangnya', 'realisasi', 'bantuan', 'yang', 'bersum'];['kominfo', 'data', 'terkini', 'realisasi', 'distribusi', 'set', 'top', 'box', 'gratis', 'nasional', 'sayangnya', 'realisasi', 'bantuan', 'bersum'];kominfo data terkini realisasi distribusi set top box gratis nasional sayangnya realisasi bantuan bersum;kominfo data kini realisasi distribusi set top box gratis nasional sayang realisasi bantu sum
132;M96 Tv Box Android X9 Mini Bluetooth Smart Tv Box Set Top Box Tv Digital 5G Wifi Tv Box 2+16GB  Rp290.000… ;2;m96 tv box android x9 mini bluetooth smart tv box set top box tv digital 5 wifi tv box number 1 6 gb rp290 number;['m96', 'tv', 'box', 'android', 'x9', 'mini', 'bluetooth', 'smart', 'tv', 'box', 'set', 'top', 'box', 'tv', 'digital', '5', 'wifi', 'tv', 'box', 'number', '1', '6', 'gb', 'rp290', 'number'];['m96', 'tv', 'box', 'android', 'x9', 'mini', 'bluetooth', 'smart', 'tv', 'box', 'set', 'top', 'box', 'tv', 'digital', '5', 'wifi', 'tv', 'box', 'number', '1', '6', 'gb', 'rp290', 'number'];['m96', 'tv', 'box', 'android', 'x9', 'mini', 'bluetooth', 'smart', 'tv', 'box', 'set', 'top', 'box', 'tv', 'digital', '5', 'wifi', 'tv', 'box', 'number', '1', '6', 'gb', 'rp290', 'number'];m96 tv box android x9 mini bluetooth smart tv box set top box tv digital 5 wifi tv box number 1 6 gb rp290 number;m96 tv box android x9 mini bluetooth smart tv box set top box tv digital 5 wifi tv box number 1 6 gb rp290 number
133;MEDIOHOME SET TOP BOX STB TV DIGITAL  Rp270.000  ;2;allcaps mediohome set top box stb tv digital allcaps rp270 number;['allcaps', 'mediohome', 'set', 'top', 'box', 'stb', 'tv', 'digital', 'allcaps', 'rp270', 'number'];['allcaps', 'mediohome', 'set', 'top', 'box', 'stb', 'tv', 'digital', 'allcaps', 'rp270', 'number'];['allcaps', 'mediohome', 'set', 'top', 'box', 'stb', 'tv', 'digital', 'allcaps', 'rp270', 'number'];allcaps mediohome set top box stb tv digital allcaps rp270 number;allcaps mediohome set top box stb tv digital allcaps rp270 number
134;Advance STB Set Top Box TV Digital Receiver   Rp229.900  ;2;advance allcaps stb allcaps set top box tv digital receiver rp229 number;['advance', 'allcaps', 'stb', 'allcaps', 'set', 'top', 'box', 'tv', 'digital', 'receiver', 'rp229', 'number'];['advance', 'allcaps', 'stb', 'allcaps', 'set', 'top', 'box', 'tv', 'digital', 'receiver', 'rp229', 'number'];['advance', 'allcaps', 'stb', 'allcaps', 'set', 'top', 'box', 'tv', 'digital', 'receiver', 'rp229', 'number'];advance allcaps stb allcaps set top box tv digital receiver rp229 number;advance allcaps stb allcaps set top box tv digital receiver rp229 number
135;Mobix Set Top Box TV Digital Super HD 168 DVB T2  Rp235.000  ;2;mobix set top box tv digital super hd number allcaps dvb allcaps t2 rp235 number;['mobix', 'set', 'top', 'box', 'tv', 'digital', 'super', 'hd', 'number', 'allcaps', 'dvb', 'allcaps', 't2', 'rp235', 'number'];['mobix', 'set', 'top', 'box', 'tv', 'digital', 'super', 'hd', 'number', 'allcaps', 'dvb', 'allcaps', 't2', 'rp235', 'number'];['mobix', 'set', 'top', 'box', 'tv', 'digital', 'super', 'hd', 'number', 'allcaps', 'dvb', 'allcaps', 't2', 'rp235', 'number'];mobix set top box tv digital super hd number allcaps dvb allcaps t2 rp235 number;mobix set top box tv digital super hd number allcaps dvb allcaps t2 rp235 number
136;LUNA X EVERCOSS Set Top Box TV Penerima Siaran Digital Receiver Full HD  Rp249.900  ;2;allcaps luna evercoss allcaps set top box tv penerima siaran digital receiver full hd rp249 number;['allcaps', 'luna', 'evercoss', 'allcaps', 'set', 'top', 'box', 'tv', 'penerima', 'siaran', 'digital', 'receiver', 'full', 'hd', 'rp249', 'number'];['allcaps', 'luna', 'evercoss', 'allcaps', 'set', 'top', 'box', 'tv', 'penerima', 'siaran', 'digital', 'receiver', 'penuh', 'hd', 'rp249', 'number'];['allcaps', 'luna', 'evercoss', 'allcaps', 'set', 'top', 'box', 'tv', 'penerima', 'siaran', 'digital', 'receiver', 'penuh', 'hd', 'rp249', 'number'];allcaps luna evercoss allcaps set top box tv penerima siaran digital receiver penuh hd rp249 number;allcaps luna evercoss allcaps set top box tv terima siar digital receiver penuh hd rp249 number
137;Evercoss Set Top BoX STB Prime digital TV receiver Full HD  Rp225.000  ;2;evercoss set top box allcaps stb allcaps prime digital tv receiver full hd rp225 number;['evercoss', 'set', 'top', 'box', 'allcaps', 'stb', 'allcaps', 'prime', 'digital', 'tv', 'receiver', 'full', 'hd', 'rp225', 'number'];['evercoss', 'set', 'top', 'box', 'allcaps', 'stb', 'allcaps', 'prime', 'digital', 'tv', 'receiver', 'penuh', 'hd', 'rp225', 'number'];['evercoss', 'set', 'top', 'box', 'allcaps', 'stb', 'allcaps', 'prime', 'digital', 'tv', 'receiver', 'penuh', 'hd', 'rp225', 'number'];evercoss set top box allcaps stb allcaps prime digital tv receiver penuh hd rp225 number;evercoss set top box allcaps stb allcaps prime digital tv receiver penuh hd rp225 number
138;Lagi-lagi heboh dengan kabar Set Top Box yang meledak. Agar tetap aman, begini cara penggunaan STB yang benar dan tepat.  ht…;2;lagi lagi heboh dengan kabar set top box yang meledak agar tetap aman begini cara penggunaan allcaps stb allcaps yang benar dan tepat ht;['lagi', 'lagi', 'heboh', 'dengan', 'kabar', 'set', 'top', 'box', 'yang', 'meledak', 'agar', 'tetap', 'aman', 'begini', 'cara', 'penggunaan', 'allcaps', 'stb', 'allcaps', 'yang', 'benar', 'dan', 'tepat', 'ht'];['lagi', 'lagi', 'heboh', 'dengan', 'kabar', 'set', 'top', 'box', 'yang', 'meledak', 'agar', 'tetap', 'aman', 'begini', 'cara', 'penggunaan', 'allcaps', 'stb', 'allcaps', 'yang', 'benar', 'dan', 'tepat', 'ht'];['heboh', 'kabar', 'set', 'top', 'box', 'meledak', 'aman', 'penggunaan', 'allcaps', 'stb', 'allcaps', 'ht'];heboh kabar set top box meledak aman penggunaan allcaps stb allcaps ht;heboh kabar set top box ledak aman guna allcaps stb allcaps ht
139;Lagi-lagi heboh dengan kabar Set Top Box yang meledak. Agar tetap aman, begini cara penggunaan STB yang benar dan t… ;2;lagi lagi heboh dengan kabar set top box yang meledak agar tetap aman begini cara penggunaan allcaps stb allcaps yang benar dan;['lagi', 'lagi', 'heboh', 'dengan', 'kabar', 'set', 'top', 'box', 'yang', 'meledak', 'agar', 'tetap', 'aman', 'begini', 'cara', 'penggunaan', 'allcaps', 'stb', 'allcaps', 'yang', 'benar', 'dan'];['lagi', 'lagi', 'heboh', 'dengan', 'kabar', 'set', 'top', 'box', 'yang', 'meledak', 'agar', 'tetap', 'aman', 'begini', 'cara', 'penggunaan', 'allcaps', 'stb', 'allcaps', 'yang', 'benar', 'dan'];['heboh', 'kabar', 'set', 'top', 'box', 'meledak', 'aman', 'penggunaan', 'allcaps', 'stb', 'allcaps'];heboh kabar set top box meledak aman penggunaan allcaps stb allcaps;heboh kabar set top box ledak aman guna allcaps stb allcaps
140;Rek jare TV saiki nggawe siaran digital trus kudu nganggo Set Top Box(STB) ben iso bening siarane. Lah 2 hari iki k… ;2;rek jare tv saiki nggawe siaran digital trus kudu nganggo set top box allcaps stb allcaps ben iso bening siarane lah number hari iki;['rek', 'jare', 'tv', 'saiki', 'nggawe', 'siaran', 'digital', 'trus', 'kudu', 'nganggo', 'set', 'top', 'box', 'allcaps', 'stb', 'allcaps', 'ben', 'iso', 'bening', 'siarane', 'lah', 'number', 'hari', 'iki'];['rek', 'jare', 'tv', 'saiki', 'nggawe', 'siaran', 'digital', 'terus', 'harus', 'nganggo', 'set', 'top', 'box', 'allcaps', 'stb', 'allcaps', 'ben', 'iso', 'bening', 'siarane', 'lah', 'number', 'hari', 'iki'];['rek', 'jare', 'tv', 'saiki', 'nggawe', 'siaran', 'digital', 'nganggo', 'set', 'top', 'box', 'allcaps', 'stb', 'allcaps', 'ben', 'iso', 'bening', 'siarane', 'number', 'iki'];rek jare tv saiki nggawe siaran digital nganggo set top box allcaps stb allcaps ben iso bening siarane number iki;rek jare tv saiki nggawe siar digital nganggo set top box allcaps stb allcaps ben iso bening siarane number iki
141;rek jare TV saiki nggawe siaran digital trus kudu nganggo Set Top Box(STB) ben iso bening siarane. Lah 2 hari iki k… ;2;rek jare tv saiki nggawe siaran digital trus kudu nganggo set top box allcaps stb allcaps ben iso bening siarane lah number hari iki;['rek', 'jare', 'tv', 'saiki', 'nggawe', 'siaran', 'digital', 'trus', 'kudu', 'nganggo', 'set', 'top', 'box', 'allcaps', 'stb', 'allcaps', 'ben', 'iso', 'bening', 'siarane', 'lah', 'number', 'hari', 'iki'];['rek', 'jare', 'tv', 'saiki', 'nggawe', 'siaran', 'digital', 'terus', 'harus', 'nganggo', 'set', 'top', 'box', 'allcaps', 'stb', 'allcaps', 'ben', 'iso', 'bening', 'siarane', 'lah', 'number', 'hari', 'iki'];['rek', 'jare', 'tv', 'saiki', 'nggawe', 'siaran', 'digital', 'nganggo', 'set', 'top', 'box', 'allcaps', 'stb', 'allcaps', 'ben', 'iso', 'bening', 'siarane', 'number', 'iki'];rek jare tv saiki nggawe siaran digital nganggo set top box allcaps stb allcaps ben iso bening siarane number iki;rek jare tv saiki nggawe siar digital nganggo set top box allcaps stb allcaps ben iso bening siarane number iki
142;Lagi-lagi heboh dengan kabar Set Top Box yang meledak. Agar tetap aman, begini cara penggunaan STB yang benar dan tepat.  htt…;2;lagi lagi heboh dengan kabar set top box yang meledak agar tetap aman begini cara penggunaan allcaps stb allcaps yang benar dan tepat htt;['lagi', 'lagi', 'heboh', 'dengan', 'kabar', 'set', 'top', 'box', 'yang', 'meledak', 'agar', 'tetap', 'aman', 'begini', 'cara', 'penggunaan', 'allcaps', 'stb', 'allcaps', 'yang', 'benar', 'dan', 'tepat', 'htt'];['lagi', 'lagi', 'heboh', 'dengan', 'kabar', 'set', 'top', 'box', 'yang', 'meledak', 'agar', 'tetap', 'aman', 'begini', 'cara', 'penggunaan', 'allcaps', 'stb', 'allcaps', 'yang', 'benar', 'dan', 'tepat', 'htt'];['heboh', 'kabar', 'set', 'top', 'box', 'meledak', 'aman', 'penggunaan', 'allcaps', 'stb', 'allcaps', 'htt'];heboh kabar set top box meledak aman penggunaan allcaps stb allcaps htt;heboh kabar set top box ledak aman guna allcaps stb allcaps htt
144;Turbo - Set top box nextron   Nextron TR1000 Set Top Box adalah alat penerima siaran TV Digital generasi terbaru, s… ;2;turbo set top box nextron nextron tr1000 set top box adalah alat penerima siaran tv digital generasi terbaru;['turbo', 'set', 'top', 'box', 'nextron', 'nextron', 'tr1000', 'set', 'top', 'box', 'adalah', 'alat', 'penerima', 'siaran', 'tv', 'digital', 'generasi', 'terbaru'];['turbo', 'set', 'top', 'box', 'nextron', 'nextron', 'tr1000', 'set', 'top', 'box', 'adalah', 'alat', 'penerima', 'siaran', 'tv', 'digital', 'generasi', 'terbaru'];['turbo', 'set', 'top', 'box', 'nextron', 'nextron', 'tr1000', 'set', 'top', 'box', 'alat', 'penerima', 'siaran', 'tv', 'digital', 'generasi', 'terbaru'];turbo set top box nextron nextron tr1000 set top box alat penerima siaran tv digital generasi terbaru;turbo set top box nextron nextron tr1000 set top box alat terima siar tv digital generasi baru
145;cara pasang set top box ;2;cara pasang set top box;['cara', 'pasang', 'set', 'top', 'box'];['cara', 'pasang', 'set', 'top', 'box'];['pasang', 'set', 'top', 'box'];pasang set top box;pasang set top box
146; ga semua rakyat mampu membeli stb dengan harga mahal, apalagi mereka yang hidup sehari hari saja susah;2;ga semua rakyat mampu membeli stb dengan harga mahal apalagi mereka yang hidup sehari hari saja susah;['ga', 'semua', 'rakyat', 'mampu', 'membeli', 'stb', 'dengan', 'harga', 'mahal', 'apalagi', 'mereka', 'yang', 'hidup', 'sehari', 'hari', 'saja', 'susah'];['tidak', 'semua', 'rakyat', 'mampu', 'membeli', 'stb', 'dengan', 'harga', 'mahal', 'apalagi', 'mereka', 'yang', 'hidup', 'sehari', 'hari', 'saja', 'susah'];['rakyat', 'membeli', 'stb', 'harga', 'mahal', 'hidup', 'sehari', 'susah'];rakyat membeli stb harga mahal hidup sehari susah;rakyat beli stb harga mahal hidup hari susah
147; Udah harga BBM naik, harga sembako juga naik, semuanya naik. Kok ditambah suruh beli STB biar bisa menikmati acara atau berita di TV;2;udah harga allcaps bbm allcaps naik harga sembako juga naik semuanya naik kok ditambah suruh beli allcaps stb allcaps biar bisa menikmati acara atau berita di tv;['udah', 'harga', 'allcaps', 'bbm', 'allcaps', 'naik', 'harga', 'sembako', 'juga', 'naik', 'semuanya', 'naik', 'kok', 'ditambah', 'suruh', 'beli', 'allcaps', 'stb', 'allcaps', 'biar', 'bisa', 'menikmati', 'acara', 'atau', 'berita', 'di', 'tv'];['sudah', 'harga', 'allcaps', 'bbm', 'allcaps', 'naik', 'harga', 'sembako', 'juga', 'naik', 'semuanya', 'naik', 'kok', 'ditambah', 'suruh', 'beli', 'allcaps', 'stb', 'allcaps', 'biar', 'bisa', 'menikmati', 'acara', 'atau', 'berita', 'di', 'tv'];['harga', 'allcaps', 'bbm', 'allcaps', 'harga', 'sembako', 'ditambah', 'suruh', 'beli', 'allcaps', 'stb', 'allcaps', 'biar', 'menikmati', 'acara', 'berita', 'tv'];harga allcaps bbm allcaps harga sembako ditambah suruh beli allcaps stb allcaps biar menikmati acara berita tv;harga allcaps bbm allcaps harga sembako tambah suruh beli allcaps stb allcaps biar nikmat acara berita tv
148; Harga STB makin hari makin mahal, sedangkan gaji cuma bisa buat makan sebulan doang, peralihan TV analog ke… ;0;harga allcaps stb allcaps makin hari makin mahal sedangkan gaji cuma bisa buat makan sebulan doang peralihan tv analog ke;['harga', 'allcaps', 'stb', 'allcaps', 'makin', 'hari', 'makin', 'mahal', 'sedangkan', 'gaji', 'cuma', 'bisa', 'buat', 'makan', 'sebulan', 'doang', 'peralihan', 'tv', 'analog', 'ke'];['harga', 'allcaps', 'stb', 'allcaps', 'makin', 'hari', 'makin', 'mahal', 'sedangkan', 'gaji', 'cuma', 'bisa', 'buat', 'makan', 'sebulan', 'saja', 'peralihan', 'tv', 'analog', 'ke'];['harga', 'allcaps', 'stb', 'allcaps', 'mahal', 'gaji', 'makan', 'sebulan', 'peralihan', 'tv', 'analog'];harga allcaps stb allcaps mahal gaji makan sebulan peralihan tv analog;harga allcaps stb allcaps mahal gaji makan bulan alih tv analog
149; Sudah harga BBM naik, harga kebutuhan pokok juga naik, semuanya naik. Kok masih aja disuruh beli STB;1;sudah harga allcaps bbm allcaps naik harga kebutuhan pokok juga naik semuanya naik kok masih aja disuruh beli allcaps stb allcaps;['sudah', 'harga', 'allcaps', 'bbm', 'allcaps', 'naik', 'harga', 'kebutuhan', 'pokok', 'juga', 'naik', 'semuanya', 'naik', 'kok', 'masih', 'aja', 'disuruh', 'beli', 'allcaps', 'stb', 'allcaps'];['sudah', 'harga', 'allcaps', 'bbm', 'allcaps', 'naik', 'harga', 'kebutuhan', 'pokok', 'juga', 'naik', 'semuanya', 'naik', 'kok', 'masih', 'saja', 'disuruh', 'beli', 'allcaps', 'stb', 'allcaps'];['harga', 'allcaps', 'bbm', 'allcaps', 'harga', 'kebutuhan', 'pokok', 'disuruh', 'beli', 'allcaps', 'stb', 'allcaps'];harga allcaps bbm allcaps harga kebutuhan pokok disuruh beli allcaps stb allcaps;harga allcaps bbm allcaps harga butuh pokok suruh beli allcaps stb allcaps
150; Harga STB mahal banget pak, belum sanggup beli karena harganya sudah mahal banget;0;harga allcaps stb allcaps mahal banget pak belum sanggup beli karena harganya sudah mahal banget;['harga', 'allcaps', 'stb', 'allcaps', 'mahal', 'banget', 'pak', 'belum', 'sanggup', 'beli', 'karena', 'harganya', 'sudah', 'mahal', 'banget'];['harga', 'allcaps', 'stb', 'allcaps', 'mahal', 'banget', 'pak', 'belum', 'sanggup', 'beli', 'karena', 'harganya', 'sudah', 'mahal', 'banget'];['harga', 'allcaps', 'stb', 'allcaps', 'mahal', 'banget', 'sanggup', 'beli', 'harganya', 'mahal', 'banget'];harga allcaps stb allcaps mahal banget sanggup beli harganya mahal banget;harga allcaps stb allcaps mahal banget sanggup beli harga mahal banget
151; Sudah semua harga kebutuhan naik, semuanya naik, kok ya masih disuruh beli STB biar bisa menikmati acara TV;2;sudah semua harga kebutuhan naik semuanya naik kok ya masih disuruh beli allcaps stb allcaps biar bisa menikmati acara tv;['sudah', 'semua', 'harga', 'kebutuhan', 'naik', 'semuanya', 'naik', 'kok', 'ya', 'masih', 'disuruh', 'beli', 'allcaps', 'stb', 'allcaps', 'biar', 'bisa', 'menikmati', 'acara', 'tv'];['sudah', 'semua', 'harga', 'kebutuhan', 'naik', 'semuanya', 'naik', 'kok', 'iya', 'masih', 'disuruh', 'beli', 'allcaps', 'stb', 'allcaps', 'biar', 'bisa', 'menikmati', 'acara', 'tv'];['harga', 'kebutuhan', 'iya', 'disuruh', 'beli', 'allcaps', 'stb', 'allcaps', 'biar', 'menikmati', 'acara', 'tv'];harga kebutuhan iya disuruh beli allcaps stb allcaps biar menikmati acara tv;harga butuh iya suruh beli allcaps stb allcaps biar nikmat acara tv
152; Pak tolong solusinya dong utk harga stb yg murah;2;pak tolong solusinya dong utk harga stb yg murah;['pak', 'tolong', 'solusinya', 'dong', 'utk', 'harga', 'stb', 'yg', 'murah'];['pak', 'tolong', 'solusinya', 'dong', 'untuk', 'harga', 'stb', 'yang', 'murah'];['tolong', 'solusinya', 'harga', 'stb', 'murah'];tolong solusinya harga stb murah;tolong solusi harga stb murah
153; Maaf pak harga stb gmn, gada solusi ya?;0;maaf pak harga stb gmn gada solusi ya;['maaf', 'pak', 'harga', 'stb', 'gmn', 'gada', 'solusi', 'ya'];['maaf', 'pak', 'harga', 'stb', 'bagaimana', 'gada', 'solusi', 'iya'];['maaf', 'harga', 'stb', 'gada', 'solusi', 'iya'];maaf harga stb gada solusi iya;maaf harga stb gada solusi iya
154; Gimana yah harga stb naik terus, gada solusi yah pak?;1;gimana yah harga stb naik terus gada solusi yah pak;['gimana', 'yah', 'harga', 'stb', 'naik', 'terus', 'gada', 'solusi', 'yah', 'pak'];['bagaimana', 'yah', 'harga', 'stb', 'naik', 'terus', 'gada', 'solusi', 'yah', 'pak'];['yah', 'harga', 'stb', 'gada', 'solusi', 'yah'];yah harga stb gada solusi yah;yah harga stb gada solusi yah
155; Pak ko harga STB ini malah banget ya;2;pak ko harga allcaps stb allcaps ini malah banget ya;['pak', 'ko', 'harga', 'allcaps', 'stb', 'allcaps', 'ini', 'malah', 'banget', 'ya'];['pak', 'ko', 'harga', 'allcaps', 'stb', 'allcaps', 'ini', 'malah', 'banget', 'iya'];['ko', 'harga', 'allcaps', 'stb', 'allcaps', 'banget', 'iya'];ko harga allcaps stb allcaps banget iya;ko harga allcaps stb allcaps banget iya
156; tidak meminta lebih tapi cukup berikan harga STB dengan standar ekonomi masyarakat menengah;2;tidak meminta lebih tapi cukup berikan harga allcaps stb allcaps dengan standar ekonomi masyarakat menengah;['tidak', 'meminta', 'lebih', 'tapi', 'cukup', 'berikan', 'harga', 'allcaps', 'stb', 'allcaps', 'dengan', 'standar', 'ekonomi', 'masyarakat', 'menengah'];['tidak', 'meminta', 'lebih', 'tapi', 'cukup', 'berikan', 'harga', 'allcaps', 'stb', 'allcaps', 'dengan', 'standar', 'ekonomi', 'masyarakat', 'menengah'];['harga', 'allcaps', 'stb', 'allcaps', 'standar', 'ekonomi', 'masyarakat', 'menengah'];harga allcaps stb allcaps standar ekonomi masyarakat menengah;harga allcaps stb allcaps standar ekonomi masyarakat tengah
157; karena harga stb ga murah, jelas beberapa masyarakat malah merasa disulitkan loh pak;0;karena harga stb ga murah jelas beberapa masyarakat malah merasa disulitkan loh pak;['karena', 'harga', 'stb', 'ga', 'murah', 'jelas', 'beberapa', 'masyarakat', 'malah', 'merasa', 'disulitkan', 'loh', 'pak'];['karena', 'harga', 'stb', 'tidak', 'murah', 'jelas', 'beberapa', 'masyarakat', 'malah', 'merasa', 'disulitkan', 'loh', 'pak'];['harga', 'stb', 'murah', 'masyarakat', 'disulitkan', 'loh'];harga stb murah masyarakat disulitkan loh;harga stb murah masyarakat sulit loh
158; Harga STB kenapa bisa semahal ini Pak? tolong berikan harga yg terjangkau untuk para masyarakat menengah kebawah 🙏🙏;0;harga allcaps stb allcaps kenapa bisa semahal ini pak tolong berikan harga yg terjangkau untuk para masyarakat menengah kebawah;['harga', 'allcaps', 'stb', 'allcaps', 'kenapa', 'bisa', 'semahal', 'ini', 'pak', 'tolong', 'berikan', 'harga', 'yg', 'terjangkau', 'untuk', 'para', 'masyarakat', 'menengah', 'kebawah'];['harga', 'allcaps', 'stb', 'allcaps', 'kenapa', 'bisa', 'semahal', 'ini', 'pak', 'tolong', 'berikan', 'harga', 'yang', 'terjangkau', 'untuk', 'para', 'masyarakat', 'menengah', 'kebawah'];['harga', 'allcaps', 'stb', 'allcaps', 'semahal', 'tolong', 'harga', 'terjangkau', 'masyarakat', 'menengah', 'kebawah'];harga allcaps stb allcaps semahal tolong harga terjangkau masyarakat menengah kebawah;harga allcaps stb allcaps mahal tolong harga jangkau masyarakat tengah bawah
159; semoga aja cepet ada tindaklanjut soal harga stb mahal ini;0;semoga aja cepet ada tindaklanjut soal harga stb mahal ini;['semoga', 'aja', 'cepet', 'ada', 'tindaklanjut', 'soal', 'harga', 'stb', 'mahal', 'ini'];['semoga', 'saja', 'cepat', 'ada', 'tindaklanjut', 'soal', 'harga', 'stb', 'mahal', 'ini'];['semoga', 'cepat', 'tindaklanjut', 'harga', 'stb', 'mahal'];semoga cepat tindaklanjut harga stb mahal;moga cepat tindaklanjut harga stb mahal
